(-1.93, 1.79, -0.42)
(-1.84, 2.5, -0.28)
(-0.39, 2.75, 0.37)
(0.8200000000000001, 2.62, -0.48)
(1.54, 2.11, 0.73)
(1.74, 1.19, 0.74)
(1.16, -0.16, 0.54)
(0.62, -1.18, -0.47000000000000003)
(0.51, -1.35, -0.24)
(0.22, -1.73, 0.09)
(0.0, -1.42, -0.56)
(-0.28, -0.73, -0.72)
(-0.04, -0.81, -0.37)
(0.01, -0.29, -0.33)
(0.02, 0.01, -0.28)
(-0.13, -0.12, -0.78)
(0.11, -0.47000000000000003, -0.13)
(0.03, -0.35000000000000003, -0.24)
(-0.11, -0.22, -0.12)
(0.03, -0.21, -0.33)
(-0.02, -0.5, -0.1)
(0.0, -0.32, -0.35000000000000003)
(0.0, -0.07, -0.25)
(-0.02, 0.12, -0.16)
(-0.09, -0.15, -0.09)
(-0.09, -0.16, -0.6900000000000001)
(-0.03, -0.34, -0.47000000000000003)
(0.02, -0.71, -0.2)
(0.09, -1.25, -0.34)
(0.38, -2.32, -1.02)
(0.54, -1.81, 0.42)
(0.8, -1.01, 0.04)
(1.27, 0.1, -0.46)
(1.01, 1.94, 0.04)
(0.9, 2.36, 0.05)
(0.27, 2.4, -0.59)
(-0.5, 2.57, -0.59)
(-2.0300000000000002, 2.86, 1.3)
(-2.59, 2.46, -0.52)
(-2.92, 2.02, -1.27)
(-2.7600000000000002, 0.53, -1.03)
(-2.6, 0.0, -0.2)
(-2.58, -1.35, 0.91)
(-2.35, -2.09, -0.72)
(-1.6300000000000001, -1.95, -1.49)
(-1.1, -2.45, -0.22)
(-0.38, -3.31, -0.68)
(0.72, -3.48, 1.61)
(0.84, -1.33, -1.12)
(0.56, -1.01, 0.61)
(1.04, -0.93, 1.68)
(1.09, 1.07, -0.1)
(0.49, 2.08, 0.2)
(0.12, 1.22, -1.6300000000000001)
(0.2, 0.99, -0.81)
(0.13, 0.31, 0.16)
(0.2, -0.18, -0.58)
(0.15, -0.37, -0.11)
(0.16, 0.01, -0.6900000000000001)
(0.07, -0.36, -0.47000000000000003)
(0.18, 0.08, 0.47000000000000003)
(0.14, 0.0, -0.19)
(0.2, -0.03, -0.35000000000000003)
(0.18, -0.05, -0.25)
(0.01, -0.15, -0.61)
(0.11, -0.15, -0.27)
(0.2, -0.08, -0.45)
(0.05, -0.21, -0.25)
(0.11, -0.13, -0.25)
(0.16, -0.04, -0.88)
(0.07, 0.12, -0.45)
(0.0, 0.36, 0.01)
(0.09, 0.74, -0.22)
(0.12, 0.8, -0.7000000000000001)
(0.24, 0.91, -0.3)
(0.41000000000000003, 0.76, -0.13)
(0.84, -0.04, 0.16)
(0.92, -1.74, -0.38)
(1.37, -3.38, 0.75)
(0.93, -3.02, 0.9400000000000001)
(-0.25, -2.94, 1.41)
(-1.59, -3.86, 0.55)
(-2.38, -3.0700000000000003, 0.06)
(-2.91, -3.2, -0.28)
(-3.11, -2.33, 0.36)
(-3.15, -2.19, 0.31)
(-2.94, -0.55, -0.41000000000000003)
(-2.71, 0.05, -2.66)
(-2.22, 1.6500000000000001, -1.98)
(-1.31, 2.0300000000000002, -0.5)
(-0.58, 2.34, -0.18)
(0.07, 2.32, 0.23)
(0.99, 2.13, 0.98)
(1.49, 1.35, -0.08)
(1.33, 0.07, -1.31)
(1.07, -0.81, 0.25)
(0.59, -1.81, 1.85)
(0.28, -2.32, 0.34)
(-0.01, -2.57, -1.06)
(-0.1, -2.2, -0.49)
(-0.3, -0.97, -0.43)
(-0.24, -0.5, 0.48)
(-0.01, -0.32, -0.28)
(0.02, -0.33, -1.06)
(-0.11, -0.41000000000000003, -0.67)
(-0.23, -0.36, 0.58)
(-0.13, -0.59, -0.75)
(-0.15, -0.73, -0.13)
(-0.06, -0.56, -0.35000000000000003)
(0.02, -0.56, -0.43)
(-0.04, -0.28, -0.9400000000000001)
(-0.02, -0.37, -0.75)
(0.12, -0.28, -0.8200000000000001)
(0.5, -0.44, -0.48)
(1.37, -0.47000000000000003, -0.32)
(2.12, -0.31, 1.25)
(2.34, -0.6, -0.26)
(1.92, -1.41, -1.05)
(0.48, -0.9, 1.05)
(-1.3800000000000001, -0.09, 0.28)
(-2.16, 0.17, -1.44)
(-2.19, 0.03, -1.3800000000000001)
(-2.18, -0.63, -0.3)
(-1.82, -0.09, 1.1500000000000001)
(-1.97, -0.44, 0.67)
(-2.41, -0.53, 0.02)
(-2.52, 0.39, -0.8300000000000001)
(-2.07, -0.78, -2.35)
(-0.8300000000000001, -0.56, -2.34)
(0.26, -1.05, 0.12)
(0.6900000000000001, -0.54, -1.12)
(1.1500000000000001, -0.89, -1.1500000000000001)
(1.84, -1.87, -0.59)
(2.23, 0.42, 1.83)
(1.05, 0.07, 0.21)
(0.01, -0.1, 0.31)
(-0.32, -0.47000000000000003, -0.31)
(-0.17, -0.24, -0.4)
(0.02, -0.14, -0.08)
(-0.1, -0.37, 0.0)
(0.01, -0.26, 0.11)
(-0.07, -0.42, -0.48)
(-0.15, -0.49, -0.1)
(-0.06, -0.42, -0.67)
(-0.09, -0.31, -0.55)
(-0.13, -0.42, -0.63)
(-0.02, -0.28, -0.27)
(-0.08, -0.39, -0.06)
(-0.05, -0.35000000000000003, -0.34)
(0.0, -0.3, -0.54)
(0.0, -0.04, -0.6)
(0.49, -0.09, -1.0)
(1.18, -0.03, -0.4)
(1.78, -0.24, 0.7000000000000001)
(2.32, -0.42, 1.86)
(1.8900000000000001, -0.37, 0.73)
(1.1400000000000001, -0.36, -0.71)
(-0.41000000000000003, -1.42, -2.89)
(-1.75, 0.4, -1.73)
(-2.4, -0.39, 1.08)
(-2.31, -0.49, -0.34)
(-1.6300000000000001, -0.03, -0.8200000000000001)
(-1.52, -0.21, 0.7000000000000001)
(-1.3900000000000001, -0.36, -0.18)
(-2.13, -0.31, 0.89)
(-1.84, -0.2, -1.03)
(-1.0, -0.6, -0.48)
(0.03, -0.7000000000000001, -1.31)
(0.42, 0.34, -1.84)
(1.52, 0.07, 1.37)
(1.76, 0.02, 0.5700000000000001)
(1.78, 0.05, -0.2)
(1.7, -0.81, 1.25)
(1.3, -0.45, -1.25)
(0.32, 0.0, -1.4000000000000001)
(-0.06, -0.04, -1.99)
(0.09, 0.0, -0.08)
(0.14, 0.12, 0.21)
(0.06, -0.34, -0.64)
(-0.09, -0.45, -1.21)
(0.1, -0.25, -0.89)
(0.07, -0.25, -0.58)
(0.12, -0.33, -0.13)
(0.08, -0.05, -0.16)
(0.07, -0.14, -0.31)
(0.03, -0.14, -0.79)
(0.08, -0.24, -0.71)
(0.07, -0.11, -0.34)
(0.16, -0.25, -0.52)
(-0.05, -0.2, 0.02)
(0.19, -0.19, -0.24)
(0.37, -0.15, -0.77)
(0.9400000000000001, -0.08, -1.03)
(1.59, -0.14, 0.06)
(1.82, 0.0, 1.04)
(1.56, -0.79, -1.6600000000000001)
(1.54, -1.6300000000000001, -1.83)
(0.76, -1.23, 0.6900000000000001)
(-0.42, -0.42, -0.31)
(-1.51, 0.07, 1.96)
(-2.1, 0.07, -1.34)
(-2.0300000000000002, -0.9500000000000001, -0.65)
(-1.82, -0.21, -0.37)
(-2.0100000000000002, 0.35000000000000003, 0.61)
(-1.43, -0.02, -0.26)
(-1.71, -0.47000000000000003, 0.18)
(-1.03, -0.47000000000000003, -0.24)
(-0.4, 0.7000000000000001, -0.26)
(0.13, -0.18, -1.23)
(1.46, 0.3, -1.92)
(1.6300000000000001, 0.02, -0.87)
(1.5, -0.31, -0.65)
(1.32, 0.37, 0.67)
(1.23, -0.12, 0.39)
(0.8200000000000001, -0.43, -0.96)
(0.17, -0.38, -1.02)
(0.03, -0.05, 0.09)
(0.13, 0.12, 0.35000000000000003)
(0.19, -0.01, -0.07)
(0.12, 0.13, -0.34)
(0.0, -0.34, -0.51)
(0.05, -0.4, -0.81)
(0.06, -0.26, -0.76)
(0.03, -0.19, 0.11)
(0.02, -0.18, -0.61)
(0.07, 0.06, -0.65)
(0.01, -0.07, -0.21)
(-0.03, 0.34, -0.71)
(-0.04, 0.52, -0.73)
(0.21, 0.81, -0.5)
(0.35000000000000003, 1.16, -0.76)
(0.44, 1.07, -0.79)
(0.84, 0.2, 0.24)
(1.36, -0.76, 1.01)
(1.78, -2.15, 1.58)
(1.18, -2.67, 0.98)
(0.07, -2.99, 1.06)
(-0.91, -3.31, 1.48)
(-1.58, -2.54, 0.8)
(-2.33, -1.92, -1.0)
(-2.72, -1.3900000000000001, -0.47000000000000003)
(-2.45, -1.3, -1.05)
(-2.46, -0.61, -0.34)
(-2.45, 0.37, -0.4)
(-2.18, 1.19, -1.29)
(-1.54, 1.6500000000000001, -0.98)
(-1.1, 1.55, 0.09)
(-0.32, 2.07, -0.09)
(0.84, 1.78, -1.8)
(1.59, 1.67, 0.55)
(1.93, 1.59, 1.44)
(1.35, 0.97, 0.71)
(0.7000000000000001, -0.46, -0.98)
(0.6, -0.71, -0.62)
(0.47000000000000003, -1.54, -0.9400000000000001)
(0.54, -2.6, -0.21)
(0.25, -1.2, -0.54)
(0.11, -0.81, -0.3)
(0.11, -0.09, 0.04)
(0.19, -0.09, -0.46)
(0.2, -0.36, -0.49)
(0.01, -0.12, -0.31)
(0.09, -0.21, -0.77)
(0.24, -0.28, -0.96)
(0.17, -0.32, 0.24)
(0.14, -0.39, 0.01)
(0.1, -0.46, -0.6900000000000001)
(0.2, -0.41000000000000003, -0.77)
(0.17, -0.35000000000000003, -0.62)
(0.39, -0.09, -0.5700000000000001)
(0.88, -0.15, -0.54)
(1.6, -0.44, -0.24)
(2.17, -0.33, 0.41000000000000003)
(2.52, 0.59, 0.11)
(2.0300000000000002, 0.6, -0.44)
(0.68, -0.38, 0.08)
(-0.75, -0.03, -1.23)
(-2.21, -0.41000000000000003, 0.48)
(-2.1, -0.65, -0.77)
(-1.77, -0.73, 0.33)
(-1.61, -0.22, -0.46)
(-2.24, -0.65, 0.5700000000000001)
(-2.2, -0.4, 0.0)
(-1.69, -0.25, -0.43)
(-1.1400000000000001, -1.02, -1.52)
(0.1, -0.13, -1.99)
(0.7000000000000001, 0.0, 0.55)
(1.32, -0.17, -1.9000000000000001)
(1.94, -0.5, -0.26)
(1.92, -0.86, -0.19)
(1.99, -0.77, 2.07)
(1.1, 0.1, -0.4)
(0.09, -0.24, 0.13)
(0.09, -0.26, -0.55)
(0.09, -0.31, -0.3)
(0.13, -0.45, -0.65)
(0.1, -0.43, -0.31)
(0.16, -0.32, -0.12)
(0.24, -0.18, -0.39)
(0.16, -0.16, 0.0)
(0.1, -0.14, -0.56)
(0.11, -0.34, -0.75)
(0.17, -0.26, -0.61)
(0.14, -0.21, 0.36)
(0.19, -0.25, -0.38)
(0.27, -0.38, -0.31)
(0.39, -0.16, -0.36)
(0.92, -0.18, -0.76)
(1.78, -0.25, 0.09)
(2.54, -0.65, 1.01)
(2.44, 0.08, 0.78)
(1.46, 1.01, 1.43)
(-0.55, -0.07, -1.55)
(-2.5500000000000003, -0.3, -2.29)
(-2.88, -0.51, -0.34)
(-2.37, -0.58, 0.39)
(-1.94, 0.05, 0.55)
(-2.58, -0.18, 0.01)
(-2.0300000000000002, -0.13, -0.72)
(-2.24, 0.14, 1.24)
(-1.73, 0.09, 0.5)
(-0.85, -0.16, -1.84)
(0.09, 0.0, -1.62)
(0.31, -0.46, -1.03)
(2.21, -1.59, 2.57)
(1.8900000000000001, 0.08, 1.86)
(1.77, 0.61, -0.51)
(1.16, -0.63, -2.34)
(0.35000000000000003, -0.2, 1.23)
(-0.08, 0.42, 0.64)
(-0.04, 0.03, -0.21)
(0.02, -0.35000000000000003, -0.76)
(-0.04, -0.32, -0.81)
(-0.09, 0.0, -0.19)
(0.02, 0.04, 0.1)
(-0.05, -0.13, -0.55)
(-0.01, -0.3, -0.55)
(-0.05, -0.38, -0.1)
(-0.12, 0.3, -0.21)
(-0.06, 0.29, -0.36)
(0.16, 0.65, -1.12)
(0.23, 0.9400000000000001, -0.43)
(0.5700000000000001, 1.32, 0.45)
(1.16, 0.72, -0.28)
(1.58, -0.03, 0.23)
(1.78, -1.46, 0.48)
(1.04, -2.18, 1.21)
(-0.76, -3.21, -0.76)
(-1.79, -3.08, -0.45)
(-2.48, -2.5500000000000003, 0.88)
(-2.77, -2.37, 0.5700000000000001)
(-2.95, -1.48, -0.17)
(-2.97, -0.58, -1.3800000000000001)
(-2.77, 0.53, 0.6900000000000001)
(-2.4, 1.02, -1.3)
(-2.18, 3.04, -0.5)
(-1.21, 3.04, -0.53)
(-0.8200000000000001, 3.64, -0.23)
(0.6, 2.25, -0.42)
(1.29, 2.08, 2.09)
(2.06, 1.62, 1.49)
(2.17, -0.07, -0.01)
(1.23, -0.61, 0.74)
(0.68, -1.8800000000000001, 0.14)
(0.31, -1.87, -0.25)
(-0.05, -1.43, -0.59)
(-0.15, -0.7000000000000001, -0.01)
(0.06, 0.14, 0.54)
(0.09, 0.16, -0.09)
(-0.04, 0.01, -0.77)
(-0.06, -0.07, -0.06)
(0.05, 0.35000000000000003, -0.35000000000000003)
(-0.01, 0.2, -0.64)
(0.0, 0.05, -0.43)
(0.01, -0.07, 0.0)
(-0.03, -0.04, -0.22)
(0.0, 0.39, -0.28)
(0.01, 0.2, -0.75)
(-0.01, -0.32, -0.05)
(0.07, -0.87, -0.48)
(0.34, -1.81, -0.62)
(0.5700000000000001, -1.52, -0.77)
(0.74, -1.17, 1.18)
(1.25, -1.37, 2.2)
(1.34, 1.1500000000000001, 1.19)
(0.8300000000000001, 3.0300000000000002, 2.89)
(-0.02, 4.78, 2.29)
(-0.04, 3.13, -1.16)
(-1.81, 3.24, -1.78)
(-2.52, 2.67, 0.12)
(-2.36, 0.92, -0.73)
(-2.4, 0.77, -1.71)
(-2.56, 0.23, -0.81)
(-2.67, 0.24, -1.16)
(-2.46, 0.07, 0.03)
(-2.09, -1.59, -0.38)
(-2.14, -3.38, -1.3)
(-1.2, -2.38, -1.26)
(-0.5, -2.41, -0.9400000000000001)
(0.86, -2.44, -0.98)
(2.0, -0.74, 1.69)
(2.15, -1.77, 1.6400000000000001)
(1.19, 2.06, 0.02)
(0.03, 3.08, -1.1300000000000001)
(-0.39, 1.95, -2.04)
(-0.33, 1.09, -0.19)
(-0.09, 0.86, -0.45)
(0.07, 0.05, 0.11)
(-0.05, -0.21, -1.25)
(-0.07, -0.17, -0.11)
(0.1, 0.38, 0.31)
(0.0, 0.32, 0.03)
(-0.04, 0.16, -0.68)
(-0.08, 0.2, -0.38)
(0.02, 0.0, -0.38)
(0.04, 0.07, -0.33)
(0.16, 0.16, -0.35000000000000003)
(0.4, 0.13, -1.3900000000000001)
(0.51, 0.19, -0.37)
(1.35, 0.34, 0.24)
(2.1, 0.14, 1.74)
(2.25, -0.33, -1.42)
(1.79, -0.28, -1.01)
(0.28, -0.8300000000000001, -1.28)
(-1.81, 0.45, -0.45)
(-2.56, 0.1, -0.27)
(-2.73, 0.39, 1.54)
(-2.22, -0.25, -1.93)
(-2.2, 0.68, 0.45)
(-1.59, 0.26, 1.1400000000000001)
(-2.48, 0.4, -0.34)
(-2.23, 0.36, -0.75)
(-0.7000000000000001, 0.68, -0.55)
(0.19, 0.12, -0.41000000000000003)
(1.07, 0.67, -0.5700000000000001)
(1.58, 0.35000000000000003, -1.28)
(2.13, 1.03, -0.67)
(2.2600000000000002, -0.12, 1.1400000000000001)
(1.07, -0.46, -0.49)
(-0.2, -0.17, -0.11)
(-0.31, -0.1, -0.42)
(-0.1, 0.13, -0.34)
(-0.01, 0.03, -0.8300000000000001)
(-0.03, 0.2, -0.19)
(-0.1, 0.26, 0.11)
(-0.12, 0.13, -0.16)
(-0.12, 0.08, -0.6900000000000001)
(-0.09, -0.03, -0.71)
(-0.11, 0.08, -0.71)
(-0.05, 0.1, -0.43)
(-0.02, -0.1, -0.07)
(0.09, 0.24, -0.52)
(0.18, 0.13, -0.92)
(0.74, 0.17, -0.55)
(1.59, 0.21, -0.28)
(2.05, 0.23, 2.24)
(1.93, -0.2, -0.43)
(0.81, -0.31, -1.11)
(-0.2, -0.5700000000000001, -1.81)
(-1.1500000000000001, -0.06, -1.75)
(-2.43, 0.21, -0.01)
(-2.0100000000000002, 0.01, 0.49)
(-1.7, 0.09, -0.34)
(-1.77, 0.33, -0.01)
(-2.13, 0.11, -0.43)
(-1.76, 0.14, -0.79)
(-1.84, -0.32, -0.56)
(-1.21, -0.11, -1.1500000000000001)
(-0.78, -0.31, 0.0)
(-0.16, -0.2, -0.39)
(0.78, -0.63, -0.44)
(1.6, 0.63, 0.51)
(2.37, 0.65, 2.12)
(2.31, 0.7000000000000001, -1.32)
(0.5, -0.78, -3.85)
(0.13, -0.44, -1.6400000000000001)
(-0.48, -0.07, 0.71)
(-0.05, 0.15, -0.26)
(0.15, 0.52, -0.23)
(-0.3, -0.34, -0.08)
(-0.05, -0.15, 0.02)
(-0.1, -0.03, -0.37)
(-0.13, 0.1, -0.34)
(-0.11, 0.1, -0.26)
(-0.11, 0.17, -0.25)
(-0.12, 0.47000000000000003, -1.1)
(0.03, 1.08, -0.39)
(0.3, 1.1, -0.98)
(0.43, 1.23, -0.78)
(0.86, 0.99, 0.44)
(1.3800000000000001, 0.52, 0.35000000000000003)
(0.86, -0.38, -0.88)
(0.63, -1.84, 0.02)
(0.43, -2.64, 0.06)
(-0.85, -2.72, 0.05)
(-1.45, -2.46, 2.38)
(-2.31, -1.78, 0.35000000000000003)
(-2.84, -1.9000000000000001, -0.48)
(-3.2800000000000002, -1.3800000000000001, 0.15)
(-2.83, -0.15, 0.17)
(-2.66, -0.25, -1.12)
(-2.23, 1.4000000000000001, -2.27)
(-2.12, 2.33, -1.16)
(-1.84, 2.88, -0.26)
(-0.76, 2.8000000000000003, -0.56)
(-0.03, 2.67, -1.41)
(0.51, 1.98, -0.24)
(1.47, 2.2800000000000002, 0.21)
(2.19, 1.31, 1.3)
(1.6500000000000001, -0.14, 3.08)
(1.03, -1.54, 0.23)
(0.35000000000000003, -1.24, -0.09)
(0.1, -1.17, -0.25)
(0.18, -0.63, -0.78)
(-0.04, -0.37, -0.7000000000000001)
(-0.03, -0.11, -0.4)
(0.05, 0.03, -0.06)
(0.09, -0.09, -0.29)
(0.08, 0.01, 0.09)
(0.03, 0.02, -0.32)
(0.06, -0.11, -0.18)
(0.1, 0.06, -0.34)
(0.01, 0.0, -0.63)
(0.06, -0.03, -0.93)
(0.12, -0.16, -0.88)
(0.6900000000000001, -0.02, -0.49)
(1.78, 0.13, -0.77)
(2.21, -0.25, 0.41000000000000003)
(2.6, 0.01, -0.62)
(2.46, -0.2, -2.04)
(1.01, -0.05, 1.08)
(-1.05, 1.51, 1.67)
(-2.16, 0.55, 0.31)
(-2.81, -0.58, -0.53)
(-1.97, 0.0, -0.99)
(-1.73, -0.04, -0.04)
(-1.87, 0.16, 0.25)
(-1.73, -0.12, 1.0)
(-1.41, 0.79, -0.52)
(-1.54, 0.76, 0.21)
(-0.37, 0.19, -0.21)
(0.19, 0.25, 0.12)
(0.34, 0.24, -1.26)
(0.92, -0.39, -0.92)
(1.82, -0.46, -2.71)
(2.16, -0.55, -0.27)
(2.2800000000000002, -0.03, 1.74)
(0.62, 0.41000000000000003, 1.09)
(-0.13, 0.3, -0.5)
(0.04, 0.12, 0.23)
(0.19, 0.13, -0.65)
(0.19, 0.04, -0.52)
(0.12, -0.25, 0.21)
(0.05, 0.01, 0.46)
(0.06, -0.11, -0.89)
(0.07, -0.16, -0.16)
(0.2, 0.04, 0.05)
(0.13, 0.01, -0.36)
(0.08, -0.1, -0.1)
(0.21, 0.02, -0.33)
(0.29, 0.0, -0.84)
(0.66, 0.16, -0.99)
(1.21, 0.08, -0.24)
(1.75, -0.05, 0.51)
(2.2800000000000002, 0.33, 0.46)
(2.18, 0.39, 0.27)
(1.1, -1.03, -1.12)
(-0.27, -1.02, -1.28)
(-1.8900000000000001, 0.6900000000000001, -2.58)
(-1.9100000000000001, 0.61, 1.21)
(-2.39, -0.74, 0.37)
(-2.08, 0.04, -0.19)
(-2.23, 0.89, 0.96)
(-1.3900000000000001, 0.26, -1.1)
(-1.58, 0.15, 1.6600000000000001)
(-1.09, -0.07, -0.35000000000000003)
(-0.27, -0.1, 0.74)
(0.3, -0.16, 0.44)
(0.0, 0.14, -1.54)
(1.0, -0.22, -2.67)
(1.53, 0.49, -0.88)
(1.8, 0.43, 0.89)
(1.93, -0.76, 0.15)
(1.07, 0.55, -0.99)
(0.38, 0.01, -0.89)
(-0.04, 0.05, 0.64)
(0.15, 0.36, 1.1500000000000001)
(0.2, 0.03, -0.25)
(0.02, -0.19, -0.51)
(0.07, -0.16, -0.31)
(0.04, -0.17, -0.53)
(0.08, 0.24, -0.61)
(-0.09, 0.52, 0.23)
(0.11, 0.29, -0.67)
(0.16, 0.87, -0.7000000000000001)
(0.27, 1.17, -0.2)
(0.53, 1.3, -0.5700000000000001)
(0.58, 1.03, -0.8300000000000001)
(1.29, 0.34, 0.17)
(1.29, -0.56, 0.33)
(1.05, -0.81, 2.77)
(-0.06, -2.09, 1.29)
(-0.9, -3.88, -2.18)
(-1.32, -3.36, -0.8200000000000001)
(-1.85, -2.93, 1.1500000000000001)
(-1.87, -2.37, -0.56)
(-2.44, -2.31, 0.14)
(-3.12, -1.7, -0.16)
(-3.1, -1.05, -0.98)
(-3.43, 0.0, -1.02)
(-2.56, 1.76, -2.0100000000000002)
(-2.81, 2.65, -0.9)
(-0.91, 3.34, 0.06)
(-0.26, 3.21, -2.23)
(1.1, 3.44, 0.85)
(2.5100000000000002, 1.1400000000000001, 1.46)
(2.3000000000000003, 0.33, 2.19)
(1.52, -1.12, 3.3200000000000003)
(0.6, -0.9, -0.8)
(0.48, -1.71, -1.44)
(0.23, -1.76, -1.1300000000000001)
(0.06, -1.02, -1.03)
(-0.05, -0.67, 0.18)
(0.09, -0.02, -0.54)
(-0.09, 0.05, -0.81)
(0.21, 0.23, -0.76)
(0.11, -0.03, -0.64)
(0.1, -0.41000000000000003, -0.74)
(0.1, -0.3, 0.01)
(0.41000000000000003, -0.15, -0.72)
(1.17, -0.18, -1.1300000000000001)
(1.61, -0.19, -0.23)
(1.58, -0.35000000000000003, 2.6)
(1.82, -0.53, -2.29)
(1.42, -0.26, -1.05)
(0.16, 0.11, -1.18)
(-1.55, -1.46, -2.35)
(-3.1, -1.1400000000000001, -1.8)
(-2.39, -0.11, 0.87)
(-1.82, -0.41000000000000003, -1.11)
(-1.84, -0.34, -0.44)
(-1.44, -0.26, -0.6900000000000001)
(-2.08, -0.59, 0.53)
(-1.36, -0.9, -0.39)
(-0.71, -0.59, -1.02)
(-0.88, -0.87, -0.77)
(0.1, -0.61, -0.59)
(0.75, -0.38, -0.04)
(1.3800000000000001, -0.1, 0.55)
(1.6300000000000001, 0.24, 0.7000000000000001)
(1.24, -0.28, -0.73)
(1.27, -0.08, 1.09)
(0.81, -0.38, -1.82)
(-0.24, -0.52, -1.81)
(-0.31, -0.24, 0.39)
(-0.1, -0.11, 0.06)
(0.03, -0.24, -0.78)
(-0.07, -0.04, -0.15)
(-0.05, -0.12, -0.05)
(-0.1, 0.0, -0.56)
(0.02, 0.09, -0.53)
(-0.17, -0.41000000000000003, -0.3)
(-0.05, -0.28, -0.76)
(0.0, -0.16, -0.71)
(0.01, -0.16, 0.05)
(0.01, -0.2, -0.72)
(0.56, -0.28, -1.24)
(0.9500000000000001, -0.1, -0.75)
(1.43, -0.02, 0.6)
(2.12, 0.2, 0.17)
(2.24, -0.73, 0.96)
(1.49, 0.07, 2.08)
(0.04, -0.4, 2.0)
(-1.45, -0.76, -2.09)
(-2.45, -0.13, 0.37)
(-2.39, -0.16, 0.67)
(-1.8, -0.64, -1.09)
(-1.6, -0.06, 0.11)
(-1.81, -0.27, 0.18)
(-1.34, 0.02, 0.01)
(-2.0, 0.51, -0.15)
(-1.5, -0.02, 0.21)
(-0.9500000000000001, -0.4, -1.36)
(-0.02, 0.15, -0.64)
(-0.14, -0.4, 0.66)
(0.12, -0.05, -1.45)
(0.64, 0.78, -1.77)
(1.04, 0.54, -0.25)
(1.56, -0.56, 0.14)
(1.73, -1.01, 0.19)
(0.61, 0.15, -0.51)
(-0.26, -0.12, -0.16)
(-0.33, -0.12, -0.22)
(-0.04, -0.04, -0.62)
(-0.03, -0.28, 0.16)
(-0.07, 0.17, -0.33)
(-0.1, 0.0, -0.2)
(-0.21, -0.26, -0.89)
(-0.11, -0.36, -0.52)
(-0.13, -0.2, -0.07)
(0.0, -0.1, -0.47000000000000003)
(0.21, -0.06, -0.79)
(0.53, 0.01, -1.32)
(0.3, -0.09, -0.33)
(0.6900000000000001, -0.18, 0.64)
(1.56, -0.23, 0.01)
(2.19, -0.36, 0.91)
(1.8900000000000001, -0.06, 2.36)
(0.36, 0.13, 0.07)
(-1.36, 0.07, -3.2600000000000002)
(-2.59, -0.56, -2.08)
(-2.72, 0.01, 0.5700000000000001)
(-2.24, -0.37, -0.28)
(-1.49, -0.44, -0.55)
(-1.17, -0.16, 0.0)
(-1.72, 0.08, 1.1500000000000001)
(-1.87, 0.05, -0.25)
(-1.8, 0.04, -0.14)
(-1.42, -0.07, 1.32)
(-0.75, -0.6900000000000001, -1.04)
(-0.71, 0.0, -0.51)
(-0.22, -1.06, -1.34)
(0.8200000000000001, 0.3, -1.12)
(2.05, 0.26, 1.07)
(1.99, 0.34, 1.6300000000000001)
(1.3, -0.8300000000000001, 0.9400000000000001)
(0.81, 0.23, -1.71)
(-0.13, -0.03, -0.8300000000000001)
(-0.46, 0.1, 0.02)
(-0.14, -0.08, 0.36)
(-0.23, -0.19, -0.44)
(-0.21, -0.07, -0.32)
(-0.26, -0.14, -0.45)
(-0.2, -0.18, -0.18)
(-0.2, 0.14, -0.41000000000000003)
(-0.3, -0.04, 0.01)
(-0.22, -0.39, -0.9500000000000001)
(-0.22, -0.4, -0.8)
(-0.11, -0.28, -0.3)
(-0.27, -0.64, -0.09)
(-0.05, 0.1, -0.68)
(-0.25, 1.22, -0.2)
(-0.26, 0.96, -0.62)
(-0.12, 1.68, -0.61)
(0.07, 1.86, -0.78)
(0.61, 0.25, 0.05)
(0.6, -0.31, 1.08)
(0.39, -1.61, 1.47)
(0.1, -3.56, 1.98)
(-0.42, -3.12, 1.35)
(-0.79, -2.46, 1.17)
(-1.51, -2.95, 0.79)
(-2.29, -2.21, 0.9400000000000001)
(-2.5, -2.2800000000000002, -0.3)
(-2.7600000000000002, -1.72, 0.11)
(-2.93, -1.29, 0.64)
(-2.99, -0.18, -1.35)
(-2.72, 0.66, -1.98)
(-3.02, 1.3900000000000001, -1.6600000000000001)
(-2.82, 1.6500000000000001, -1.21)
(-1.84, 3.39, -2.95)
(-0.3, 2.36, -0.6900000000000001)
(0.56, 2.59, 0.49)
(1.59, 1.96, -0.47000000000000003)
(1.8800000000000001, 2.18, 1.06)
(1.04, 0.49, 1.04)
(0.41000000000000003, -1.6, -0.46)
(0.23, -2.88, -0.16)
(-0.15, -1.6300000000000001, -0.54)
(-0.22, -0.77, -0.76)
(-0.2, -0.7000000000000001, -0.3)
(-0.19, -0.22, 0.32)
(0.04, 0.08, -0.31)
(-0.24, -0.05, -0.45)
(-0.3, -0.26, -0.74)
(-0.12, -0.38, -0.92)
(-0.14, -0.21, -0.39)
(-0.04, -0.22, -0.37)
(-0.14, -0.42, -0.27)
(-0.1, -0.08, -0.6900000000000001)
(-0.11, 0.16, -0.16)
(-0.2, 0.7000000000000001, -1.1)
(0.18, 1.07, -0.49)
(0.21, 1.93, -0.56)
(0.84, 1.56, -0.05)
(1.03, 0.29, 0.78)
(0.6, -1.35, 0.43)
(0.21, -2.29, 0.42)
(-0.36, -3.02, -0.3)
(-1.52, -3.5100000000000002, 0.5)
